ZIP CODE,Geography,Respite Reimbursement Rate ($/hr)
94512,VALLEJO,39.83
94513,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94514,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94515,NAPA,39.9
94516,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94517,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94518,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94519,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94520,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94521,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94522,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94523,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94524,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94525,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94526,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94527,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94528,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94529,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94530,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94531,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94533,VALLEJO,39.83
94534,VALLEJO,39.83
94535,VALLEJO,39.83
94536,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94537,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94538,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94539,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94540,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94541,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94542,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94543,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94544,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94545,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94546,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94547,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94548,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94549,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94550,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94551,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94552,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94553,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94555,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94556,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94557,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94558,NAPA,39.9
94559,NAPA,39.9
94560,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94561,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94562,NAPA,39.9
94563,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94564,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94565,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94566,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94567,NAPA,39.9
94568,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94569,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94570,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94571,VALLEJO,39.83
94572,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94573,NAPA,39.9
94574,NAPA,39.9
94575,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94576,NAPA,39.9
94577,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94578,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94579,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94580,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94581,NAPA,39.9
94582,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94583,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94585,VALLEJO,39.83
94586,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94587,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94588,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94589,VALLEJO,39.83
94590,VALLEJO,39.83
94591,VALLEJO,39.83
94592,VALLEJO,39.83
94595,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94596,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94597,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94598,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94599,NAPA,39.9
94601,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94602,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94603,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94604,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94605,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94606,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94607,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94608,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94609,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94610,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94611,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94612,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94613,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94614,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94615,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94617,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94618,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94619,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94620,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94621,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94622,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94623,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94624,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94625,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94626,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94627,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94643,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94649,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94659,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94660,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94661,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94662,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94666,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94701,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94702,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94703,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94704,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94705,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94706,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94707,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94708,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94709,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94710,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94712,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94720,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94801,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94802,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94803,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94804,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94805,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94806,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94807,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94808,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94820,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94850,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94875,SAN FRANCISCO-OAKLAND-BERKELEY (SAN FRANCISCO/SAN MATEO/ALAMEDA/CONTRA COSTA CNTY),42.01
94901,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94903,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94904,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94912,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94913,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94914,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94915,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94920,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94922,SANTA ROSA-PETALUMA,38.16
94923,SANTA ROSA-PETALUMA,38.16
94924,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94925,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94926,SANTA ROSA-PETALUMA,38.16
94927,SANTA ROSA-PETALUMA,38.16
94928,SANTA ROSA-PETALUMA,38.16
94929,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94930,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94931,SANTA ROSA-PETALUMA,38.16
94933,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94937,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94938,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94939,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94940,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94941,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94942,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94945,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94946,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94947,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94948,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94949,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94950,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94951,SANTA ROSA-PETALUMA,38.16
94952,SANTA ROSA-PETALUMA,38.16
94953,SANTA ROSA-PETALUMA,38.16
94954,SANTA ROSA-PETALUMA,38.16
94955,SANTA ROSA-PETALUMA,38.16
94956,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94957,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94960,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94963,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94964,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94965,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94966,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94970,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94971,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94972,SANTA ROSA-PETALUMA,38.16
94973,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94974,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94975,SANTA ROSA-PETALUMA,38.16
94976,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94977,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94978,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94979,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94998,SAN FRANCISCO-OAKLAND-BERKELEY (MARIN CNTY),42.04
94999,SANTA ROSA-PETALUMA,38.16
95001,SANTA CRUZ-WATSONVILLE,37.61
95002,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95003,SANTA CRUZ-WATSONVILLE,37.61
95004,SALINAS,37.26
95005,SANTA CRUZ-WATSONVILLE,37.61
95006,SANTA CRUZ-WATSONVILLE,37.61
95007,SANTA CRUZ-WATSONVILLE,37.61
95008,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95009,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95010,SANTA CRUZ-WATSONVILLE,37.61
95011,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95012,SALINAS,37.26
95013,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95014,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95015,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95017,SANTA CRUZ-WATSONVILLE,37.61
95018,SANTA CRUZ-WATSONVILLE,37.61
95019,SANTA CRUZ-WATSONVILLE,37.61
95020,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95021,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95023,SAN JOSE-SUNNYVALE-SANTA CLARA (SAN BENITO CNTY),42.63
95024,SAN JOSE-SUNNYVALE-SANTA CLARA (SAN BENITO CNTY),42.63
95025,SAN JOSE-SUNNYVALE-SANTA CLARA (SAN BENITO CNTY),42.63
95026,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95030,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95031,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95032,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95033,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95035,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95036,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95037,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95038,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95039,SALINAS,37.26
95041,SANTA CRUZ-WATSONVILLE,37.61
95042,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95043,SAN JOSE-SUNNYVALE-SANTA CLARA (SAN BENITO CNTY),42.63
95044,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95045,SAN JOSE-SUNNYVALE-SANTA CLARA (SAN BENITO CNTY),42.63
95046,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95050,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95051,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95052,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95053,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95054,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95055,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95056,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95060,SANTA CRUZ-WATSONVILLE,37.61
95061,SANTA CRUZ-WATSONVILLE,37.61
95062,SANTA CRUZ-WATSONVILLE,37.61
95063,SANTA CRUZ-WATSONVILLE,37.61
95064,SANTA CRUZ-WATSONVILLE,37.61
95065,SANTA CRUZ-WATSONVILLE,37.61
95066,SANTA CRUZ-WATSONVILLE,37.61
95067,SANTA CRUZ-WATSONVILLE,37.61
95070,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95071,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95073,SANTA CRUZ-WATSONVILLE,37.61
95075,SAN JOSE-SUNNYVALE-SANTA CLARA (SAN BENITO CNTY),42.63
95076,SANTA CRUZ-WATSONVILLE,37.61
95077,SANTA CRUZ-WATSONVILLE,37.61
95101,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95102,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95103,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95106,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95108,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95109,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95110,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95111,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95112,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95113,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95114,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95115,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95116,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95117,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95118,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95119,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
95120,SAN JOSE-SUNNYVALE-SANTA CLARA (SANTA CLARA CNTY),42.43
